\sortInfo = ASC,scan_id,frame_num,band
|in_row_id|in_ra             |in_dec            |band  |crval1          |crval2         |ra1             |dec1           |ra2             |dec2           |ra3             |dec3           |ra4             |dec4           |magzp   |magzpunc|modeint  |scan_id|scangrp|frame_num|date_obs               |mjd_obs       |dtanneal         |utanneal               |exptime|debgain|febgain|moon_sep|saa_sep|qual_frame|qual_scan|
|long     |double            |double            |i     |double          |double         |double          |double         |double          |double         |double          |double         |double          |double         |double  |double  |double   |char   |char   |int      |char                   |double        |double           |char                   |double |double |double |double  |double |int       |int      |
|         |deg               |deg               |      |deg             |deg            |deg             |deg            |deg             |deg            |deg             |deg            |deg             |deg            |mag     |mag     |DN       |       |       |         |                       |yr            |s                |                       |s      |e-/DEB ADU|e-/SUR ADU|deg     |deg    |          |         |
|         |                  |                  |null  |null            |null           |null            |null           |null            |null           |null            |null           |null            |null           |null    |null    |null     |null   |null   |null     |null                   |null          |null             |null                   |null   |null   |null   |null    |null   |null      |null     |
         1 148.88822000000000 69.065290000000000      3 148.848904018859 68.938174351379 148.532292851410 69.478473937368 150.355004993175 69.041257774668 149.145884473284 68.400640103789 147.349849350293 68.823200474365 17.80000 0.012000  1230.166  03653a      3a       208 2010-04-14 09:24:28.288 55300.39199407 25779.13182502990 2010-04-14 02:14:49.156     8.8   6.830 12.8300   91.300 106.721         10         5
         1 148.88822000000000 69.065290000000000      4 148.852375437284 68.938658261744 148.523326303347 69.481572286356 150.360657758266 69.048816531408 149.160387158554 68.399549994320 147.351314354976 68.817201601317 12.94500 0.012000   404.743  03653a      3a       208 2010-04-14 09:24:28.288 55300.39199407 25779.13182502990 2010-04-14 02:14:49.156     8.8   4.730  8.8600   91.300 106.721         10         5
         1 148.88822000000000 69.065290000000000      1 150.089017640411 69.037333561443 149.773946735734 69.576591030540 151.598549005711 69.136752364704 150.385345281100 68.500371167775 148.584575332265 68.926034027129 20.75200 0.006000    12.313  03655a      5a       157 2010-04-14 10:59:49.329 55300.45820983 31500.17303580050 2010-04-14 02:14:49.156     7.7   3.750  5.7400   91.055  99.914         10         5
         1 148.88822000000000 69.065290000000000      2 150.088358433211 69.036831596096 149.774929932943 69.577800356114 151.604630214858 69.132475755661 150.383456429207 68.498302160918 148.577158142377 68.929031893994 19.59600 0.007000    28.701  03655a      5a       157 2010-04-14 10:59:49.329 55300.45820983 31500.17303580050 2010-04-14 02:14:49.156     7.7   4.600  6.8600   91.055  99.914         10         5
         1 148.88822000000000 69.065290000000000      3 150.087101994222 69.036377364770 149.789419612353 69.578124750502 151.603402243037 69.132299076134 150.366048900637 68.497483163127 148.577063658680 68.928465785007 17.80000 0.012000  1223.051  03655a      5a       157 2010-04-14 10:59:49.329 55300.45820983 31500.17303580050 2010-04-14 02:14:49.156     8.8   6.830 12.8300   91.055  99.914         10         5
         1 148.88822000000000 69.065290000000000      4 150.090606448184 69.036844801904 149.780530650292 69.581265044119 151.609361022529 69.139830490173 150.380575173610 68.496324501132 148.578319572257 68.922460222578 12.94500 0.012000   400.008  03655a      5a       157 2010-04-14 10:59:49.329 55300.45820983 31500.17303580050 2010-04-14 02:14:49.156     8.8   4.730  8.8600   91.055  99.914         10         5
         1 148.88822000000000 69.065290000000000      1 148.969398973373 68.838425227122 148.637311297019 69.376168956709 150.461814145008 68.944945388610 149.282062722182 68.302893108423 147.482736758952 68.720185769326 20.75200 0.006000    13.396  03657a      7a       173 2010-04-14 12:34:59.368 55300.52429824 37210.21186321970 2010-04-14 02:14:49.156     7.7   3.750  5.7400   90.369  92.815         10         5
         1 148.88822000000000 69.065290000000000      2 148.968763871896 68.837920228669 148.638238941924 69.377382691786 150.468000698839 68.940698297457 149.280262510430 68.300815469231 147.475283729426 68.723149257142 19.59600 0.007000    28.261  03657a      7a       173 2010-04-14 12:34:59.368 55300.52429824 37210.21186321970 2010-04-14 02:14:49.156     7.7   4.600  6.8600   90.369  92.815         10         5
         1 148.88822000000000 69.065290000000000      3 148.967535223178 68.837460173621 148.652579596436 69.377774311069 150.466789954751 68.940516053105 149.263036314859 68.299915058960 147.475210128370 68.722582502768 17.80000 0.012000  1232.766  03657a      7a       173 2010-04-14 12:34:59.368 55300.52429824 37210.21186321970 2010-04-14 02:14:49.156     8.8   6.830 12.8300   90.369  92.815         10         5
         1 148.88822000000000 69.065290000000000      4 148.970991046978 68.837943922485 148.643656696377 69.380873134080 150.472416713544 68.948074659536 149.277474247953 68.298824434832 147.476664462139 68.716583642333 12.94500 0.012000   402.743  03657a      7a       173 2010-04-14 12:34:59.368 55300.52429824 37210.21186321970 2010-04-14 02:14:49.156     8.8   4.730  8.8600   90.369  92.815         10         5
         1 148.88822000000000 69.065290000000000      1 149.065666994755 68.738474493081 148.734424285003 69.276165581499 150.551227181455 68.845271993262 149.377618882872 68.202995007754 147.585785787591 68.620025873936 20.75200 0.006000    13.246  03661a      1a       207 2010-04-14 15:45:30.442 55300.65660234  5754.53905117512 2010-04-14 14:09:35.903     7.7   3.750  5.7400   89.434  80.962         10         5
         1 148.88822000000000 69.065290000000000      2 149.065035405814 68.737969385328 148.735346094803 69.277379445128 150.557392761778 68.841026221887 149.375829262647 68.200917059497 147.578363464875 68.622988441650 19.59600 0.007000    29.012  03661a      1a       207 2010-04-14 15:45:30.442 55300.65660234  5754.53905117512 2010-04-14 14:09:35.903     7.7   4.600  6.8600   89.434  80.962         10         5
         1 148.88822000000000 69.065290000000000      3 149.063812872204 68.737509118808 148.749619941548 69.277773240827 150.556187755095 68.840843774885 149.358679516842 68.200013679729 147.578290767498 68.622421607095 17.80000 0.012000  1229.887  03661a      1a       207 2010-04-14 15:45:30.442 55300.65660234  5754.53905117512 2010-04-14 14:09:35.903     8.8   6.830 12.8300   89.434  80.962         10         5
         1 148.88822000000000 69.065290000000000      4 149.067252561425 68.737993462689 148.740734834507 69.280870759397 150.561777098038 68.848403421934 149.373055389838 68.198925543125 147.579743815130 68.616423111633 12.94500 0.012000   407.577  03661a      1a       207 2010-04-14 15:45:30.442 55300.65660234  5754.53905117512 2010-04-14 14:09:35.903     8.8   4.730  8.8600   89.434  80.962         10         5
         1 148.88822000000000 69.065290000000000      1 149.207404079159 68.653988477183 148.878102408232 69.191732920593 150.687446922313 68.760580883224 149.517587424213 68.118461308468 147.732926143080 68.535800437239 20.75200 0.006000    12.716  03665a      5a       207 2010-04-14 18:56:01.520 55300.78890648 17185.61733448510 2010-04-14 14:09:35.903     7.7   3.750  5.7400   88.494  78.296         10         5
         1 148.88822000000000 69.065290000000000      2 149.206774237452 68.653483474543 148.879022152845 69.192946633023 150.693585144770 68.756334403992 149.515802155834 68.116383637162 147.725535890828 68.538764439395 19.59600 0.007000    28.861  03665a      5a       207 2010-04-14 18:56:01.520 55300.78890648 17185.61733448510 2010-04-14 14:09:35.903     7.7   4.600  6.8600   88.494  78.296         10         5
         1 148.88822000000000 69.065290000000000      3 149.205555737767 68.653023411460 148.893240995174 69.193338070719 150.692384503457 68.756152153409 149.498714527569 68.115482838900 147.725462628503 68.538197588649 17.80000 0.012000  1235.412  03665a      5a       207 2010-04-14 18:56:01.520 55300.78890648 17185.61733448510 2010-04-14 14:09:35.903     8.8   6.830 12.8300   88.494  78.296         10         5
         1 148.88822000000000 69.065290000000000      4 149.208983055431 68.653507183139 148.884394824572 69.196437052973 150.697959547134 68.763710977360 149.513036103711 68.114392497157 147.726901422454 68.532198905191 12.94500 0.012000   408.096  03665a      5a       207 2010-04-14 18:56:01.520 55300.78890648 17185.61733448510 2010-04-14 14:09:35.903     8.8   4.730  8.8600   88.494  78.296         10         5
