missionId,project,subProject,surveyKey,acronym,wavebandId,imageId,title,wavelength,wavelengthDesc,waveType,projectTypeKey,projectTypeDesc,minRangeDeg,maxRangeDeg,helpUrl,tooltip,apiType,filter,dataType,defaultRgbColor
2MASS,2MASS All-Sky,,asky,2MASS All-Sky J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSAll-Sky,2MASS All Sky J  1.24 microns,TWOMASS,,image,k;h;j
2MASS,2MASS All-Sky,,asky,2MASS All-Sky H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSAll-Sky,2MASS All Sky H 1.66 microns,TWOMASS,,image,k;h;j
2MASS,2MASS All-Sky,,asky,2MASS All-Sky K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSAll-Sky,2MASS All Sky K_s 2.16 microns,TWOMASS,,image,k;h;j
2MASS,2MASS Six Degree Mosaics,,mosaic,2MASS 6 deg mosaics J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6d,2MASS Mosaics J  1.24 microns,TWOMASS,fname like '%1asec.fits',image,
2MASS,2MASS Six Degree Mosaics,,mosaic,2MASS 6 deg mosaics H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6d,2MASS Mosaics H 1.66 microns,TWOMASS,fname like '%1asec.fits',image,
2MASS,2MASS Six Degree Mosaics,,mosaic,2MASS 6 deg mosaics K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6d,2MASS Mosaics K_s 2.16 microns,TWOMASS,fname like '%1asec.fits',image,
2MASS,2MASS LGA: Large Galaxy Atlas,2MASS,twomass.lga_images,2MASS LGA J,J,,J (1.24 microns),1.24,1.24 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MLGA,LH J (1.24 microns),ATLAS,file_type='science',image,
2MASS,2MASS LGA: Large Galaxy Atlas,2MASS,twomass.lga_images,2MASS LGA H,H,,H (1.66 microns),1.66,1.66 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MLGA,LH H (1.66 microns),ATLAS,file_type='science',image,
2MASS,2MASS LGA: Large Galaxy Atlas,2MASS,twomass.lga_images,2MASS LGA K,K,,K_s (2.16 microns),2.16,2.16 microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MLGA,LH K (2.16 microns),ATLAS,file_type='science',image,
2MASS,2MASS Full Survey,,askyw,2MASS Full J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull,2MASS All Sky J  1.24 microns,TWOMASS,,image,
2MASS,2MASS Full Survey,,askyw,2MASS Full H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull,2MASS All Sky H 1.66 microns,TWOMASS,,image,
2MASS,2MASS Full Survey,,askyw,2MASS Full K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,all-sky,all-sky,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull,2MASS All Sky K_s 2.16 microns,TWOMASS,,image,
2MASS,2MASS 6X Catalog (Images),,sx,2MASS 6X Catalog J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6xCatalog,2MASS All Sky J  1.24 microns,TWOMASS,,image,
2MASS,2MASS 6X Catalog (Images),,sx,2MASS 6X Catalog H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6xCatalog,2MASS All Sky H 1.66 microns,TWOMASS,,image,
2MASS,2MASS 6X Catalog (Images),,sx,2MASS 6X Catalog K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASS6xCatalog,2MASS All Sky K_s 2.16 microns,TWOMASS,,image,
2MASS,2MASS Full 6X,,sxw,2MASS Full 6X J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull6x,2MASS All Sky J  1.24 microns,TWOMASS,,image,
2MASS,2MASS Full 6X,,sxw,2MASS Full 6X H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull6x,2MASS All Sky H 1.66 microns,TWOMASS,,image,
2MASS,2MASS Full 6X,,sxw,2MASS Full 6X K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSFull6x,2MASS All Sky K_s 2.16 microns,TWOMASS,,image,
2MASS,2MASS 6X Lockman Hole (LH) Ancillary Data Atlas,2MASS,twomass.lh_images,LH J,J,,J (1.24 microns),1.24,1.24 microns,near-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSLH,LH J (1.24 microns),ATLAS,file_type='science',image,
2MASS,2MASS 6X Lockman Hole (LH) Ancillary Data Atlas,2MASS,twomass.lh_images,LH H,H,,H (1.66 microns),1.66,1.66 microns,near-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSLH,LH H (1.66 microns),ATLAS,file_type='science',image,
2MASS,2MASS 6X Lockman Hole (LH) Ancillary Data Atlas,2MASS,twomass.lh_images,LH K,K,,K_s (2.16 microns),2.16,2.16 microns,near-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSLH,LH K (2.16 microns),ATLAS,file_type='science',image,
2MASS,2MASS Calibration,,cal,2MASS Calib J,j,,J (1.235 microns),1.24,1.24 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSCalib,2MASS All Sky J  1.24 microns,TWOMASS,,image,
2MASS,2MASS Calibration,,cal,2MASS Calib H,h,,H (1.662 microns),1.66,1.66 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSCalib,2MASS All Sky H 1.66 microns,TWOMASS,,image,
2MASS,2MASS Calibration,,cal,2MASS Calib K,k,,K_s (2.159 microns),2.16,2.16 microns,near-IR,compilation,compilation,0.008,0.139,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#2MASSCalib,2MASS All Sky K_s 2.16 microns,TWOMASS,,image,
WISE,WISE AllWISE Atlas,,3a,AllWISE W1,1,,W1 (3.4 microns),3.4,3.4 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AllWISE,WISE AllWISE Atlas W1 3.4 microns,WISE,,image,4;2;1
WISE,WISE AllWISE Atlas,,3a,AllWISE W2,2,,W2 (4.6 microns),4.6,4.6 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AllWISE,WISE AllWISE Atlas W2,WISE,,image,4;2;1
WISE,WISE AllWISE Atlas,,3a,AllWISE W3,3,,W3 (12 microns),12,12 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AllWISE,WISE AllWISE Atlas W3,WISE,,image,
WISE,WISE AllWISE Atlas,,3a,AllWISE W4,4,,W4 (22 microns),22,22 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AllWISE,WISE AllWISE Atlas W4,WISE,,image,4;2;1
WISE,WISE  AllSky Atlas,,1b,WISE AllSky W1,1,,W1 (3.4 microns),3.4,3.4 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#WISEAll-Sky,WISE AllSky SIngle Exposure W1 3.4 microns,WISE,,image,
WISE,WISE  AllSky Atlas,,1b,WISE AllSky W2,2,,W2 (4.6 microns),4.6,4.6 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#WISEAll-Sky,WISE AllSky SIngle Exposure W2,WISE,,image,
WISE,WISE  AllSky Atlas,,1b,WISE AllSky W3,3,,W3 (12 microns),12,12 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#WISEAll-Sky,WISE AllSky SIngle Exposure W3,WISE,,image,
WISE,WISE  AllSky Atlas,,1b,WISE AllSky W4,4,,W4 (22 microns),22,22 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#WISEAll-Sky,WISE AllSky SIngle Exposure W4,WISE,,image,
WISE,WISE unWISE co-adds,,unwise.unwise_neo3_images,unWISE WISE1,W1,,W1 (3.4 microns),3.4,3.4 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#unWISE,WISE unWISE WISE1,ATLAS,fname like '%w1-img-u.fits',image,
WISE,WISE unWISE co-adds,,unwise.unwise_neo3_images,unWISE WISE2,W2,,W2 (4.6 microns),4.6,4.6 microns,mid-IR,all-sky,all-sky,0.01,0.2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#unWISE,WISE unWISE WISE2,ATLAS,fname like '%w2-img-u.fits',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: FUV,FUV,,FUV (1516 Angstroms),0.1516,1516 Angstroms,UV,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS FUV,ATLAS,file_type='science',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: NUV,NUV,,NUV (2267 Angstroms),0.2267,2267 Angstroms,UV,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS NUV,ATLAS,file_type='science',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: WISE1,W1,,W1 (3.4 microns),3.4,3.4 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS WISE1,ATLAS,file_type='science',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: WISE2,W2,,W2 (4.6 microns),4.6,4.6 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS WISE2,ATLAS,file_type='science',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: WISE3,W3,,W3 (12 microns),12,12 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS WISE3,ATLAS,file_type='science',image,
WISE,z0MGS: The z=0 Multiwavelength Galaxy Synthesis,,contributed.z0mgs_images,z0MGS: WISE4,W4,,W4 (22 microns),22,22 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#z0MGS,z0MGS WISE4,ATLAS,file_type='science',image,
AKARI,AKARI Far-Infrared All-sky Maps,,akari.akari_images,AKARI FIS N60,N60,,FIS N60 (65 microns),65,65 microns,far-IR,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AKARI-FIS,Far-Infrared All-sky Maps N60 (65 microns),ATLAS,file_type='science',image,
AKARI,AKARI Far-Infrared All-sky Maps,,akari.akari_images,AKARI FIS N160,N160,,FIS N160 (160 microns),160,160 microns,far-IR,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AKARI-FIS,Far-Infrared All-sky Maps N160 (160 microns),ATLAS,file_type='science',image,
AKARI,AKARI Far-Infrared All-sky Maps,,akari.akari_images,AKARI FIS WIDES,WideS,,FIS WideS (90 microns),90,90 microns,far-IR,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AKARI-FIS,Far-Infrared All-sky Maps WIDE-S (90 microns),ATLAS,file_type='science',image,
AKARI,AKARI Far-Infrared All-sky Maps,,akari.akari_images,AKARI FIS WIDEL,WideL,,FIS WideL (140 microns),140,140 microns,far-IR,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#AKARI-FIS,Far-Infrared All-sky Maps WIDE-L (140 microns),ATLAS,file_type='science',image,
ZTF,ZTF Reference Image,,ref,ZTF Reference Image g,zg,zg,ZTF g (4722 Angstroms),0.4722,0.4722 microns,optical,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ZTF,ZTF Reference Image,ZTF,,image,
ZTF,ZTF Reference Image,,ref,ZTF Reference Image r,zr,zr,ZTF r (6340 Angstroms),0.634,0.634 microns,optical,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ZTF,ZTF Reference Image,ZTF,,image,
PTF,PTF Reference Image,,level2,PTF Reference Image g,1,1,PTF g (4810 Angstroms),0.481,0.481 microns,optical,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PTF,PTF Reference Image,PTF,,image,
PTF,PTF Reference Image,,level2,PTF Reference Image R,2,2,PTF R (6257 Angstroms),0.6257,0.6257 microns,optical,all-sky,all-sky,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PTF,PTF Reference Image,PTF,,image,
MSX,MSX: Midcourse Space Experiment,,msx.msx_images,MSX A (8.28 microns),A,,MSX A (8.28 microns),8.28,8.28 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MSX,MSX A,ATLAS,file_type='science',image,
MSX,MSX: Midcourse Space Experiment,,msx.msx_images,MSX C (12.13 microns),C,,MSX C (12.13 microns),12.13,12.13 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MSX,MSX C,ATLAS,file_type='science',image,
MSX,MSX: Midcourse Space Experiment,,msx.msx_images,MSX D (14.65 microns),D,,MSX D (14.65 microns),14.65,14.65 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MSX,MSX D,ATLAS,file_type='science',image,
MSX,MSX: Midcourse Space Experiment,,msx.msx_images,MSX E (21.3 microns),E,,MSX E (21.3 microns),21.3,21.3 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MSX,MSX E,ATLAS,file_type='science',image,
Spitzer,SEIP: Spitzer Enhanced Imaging Products,Spitzer,spitzer.seip_science,SEIP IRAC1,IRAC1,, IRAC1 (3.6 microns),3.6,3.6 microns,mid-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SEIP,SEIP IRAC ch1 3.6 microns,ATLAS,file_type='science' and fname like '%.mosaic.fits' and fname NOT like '%-short%',image,
Spitzer,SEIP: Spitzer Enhanced Imaging Products,Spitzer,spitzer.seip_science,SEIP IRAC2,IRAC2,, IRAC2 (4.5 microns),4.5,4.5 microns,mid-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SEIP,SEIP IRAC ch2 4.5 microns,ATLAS,file_type='science' and fname like '%.mosaic.fits' and fname NOT like '%-short%',image,
Spitzer,SEIP: Spitzer Enhanced Imaging Products,Spitzer,spitzer.seip_science,SEIP IRAC3,IRAC3,, IRAC3 (5.8 microns),5.8,5.8 microns,mid-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SEIP,SEIP IRAC ch3 5.8 microns,ATLAS,file_type='science' and fname like '%.mosaic.fits' and fname NOT like '%-short%',image,
Spitzer,SEIP: Spitzer Enhanced Imaging Products,Spitzer,spitzer.seip_science,SEIP IRAC4,IRAC4,, IRAC4 (8 microns),8,8 microns,mid-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SEIP,SEIP IRAC ch4 8 microns,ATLAS,file_type='science' and fname like '%.mosaic.fits' and fname NOT like '%-short%',image,
Spitzer,SEIP: Spitzer Enhanced Imaging Products,Spitzer,spitzer.seip_science,SEIP MIPS24,MIPS24,, MIPS24 (24 microns),24,24 microns,mid-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SEIP,SEIP MIPS 24 microns,ATLAS,file_type='science' and fname like '%.mosaic.fits' and fname NOT like '%-short%',image,
Spitzer,Abell1763 Data,Optical,spitzer.abell1763_images,Abell1763 r,r,, r  (6255 Angstroms),0.6255,0.6255 microns,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 r 6255 Angstroms,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Near-IR,spitzer.abell1763_images,Abell1763 J,J,, J  (1.25 microns),1.25,1.25  microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 J 1.25  microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Near-IR,spitzer.abell1763_images,Abell1763 H,H,, H  (1.635 microns),1.635,1.635  microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 H 1.635  microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Near-IR,spitzer.abell1763_images,Abell1763 K,K,, K  (2.15 microns),2.15,2.15  microns,near-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 K 2.15  microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 IRAC1,IRAC1,,IRAC1 (3.6 microns),3.6,3.6  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 IRAC 3.6 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 IRAC 4.5 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 IRAC3,IRAC3,, IRAC3 (5.8 microns),5.8,5.8  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 IRAC 5.8 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 IRAC4,IRAC4,, IRAC4 (8.0 microns),8,8.0  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 IRAC 8.0 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 MIPS24,MIPS24,, MIPS24 (24 microns),24,24  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 MIPS 24 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 MIPS70,MIPS70,, MIPS70 (70 microns),70,70  microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 MIPS 70 microns,ATLAS,file_type='science',image,
Spitzer,Abell1763 Data,Spitzer,spitzer.abell1763_images,Abell1763 MIPS160,MIPS160,, MIPS160 (160 microns),160,160  microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Abell1763,Abell1763 MIPS 160  microns,ATLAS,file_type='science',image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_irac_iv_caom_core,C2D  IRAC1,IRAC1,,IRAC1 (3.6 microns),3.6,3.6 microns,mid-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D IRAC 3.6 microns,ATLAS,file_type='science' and fname like '%_A_%.fits' ,image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_irac_iv_caom_core,C2D  IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5 microns,mid-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D IRAC 4.5 microns,ATLAS,file_type='science' and fname like '%_A_%.fits' ,image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_irac_iv_caom_core,C2D  IRAC3,IRAC3,,IRAC3 (5.8 microns),5.8,5.8 microns,mid-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D IRAC 5.8 microns,ATLAS,file_type='science' and fname like '%_A_%.fits' ,image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_irac_iv_caom_core,C2D  IRAC4,IRAC4,,IRAC4 (8.0 microns),8,8.0  microns,mid-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D IRAC 8.0 microns,ATLAS,file_type='science' and fname like '%_A_%.fits' ,image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_mips_caom_nofilter,C2D  MIPS24,MIPS24,,MIPS24 (24 microns),24,24  microns,mid-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D MIPS 24 microns,ATLAS,file_type='science' and fname like '%_A_%.fits',image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_mips_caom_nofilter,C2D  MIPS70,MIPS70,,MIPS70 (70microns),70,70  microns,far-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D MIPS 70 microns,ATLAS,file_type='science' and fname like '%_A_%.fits',image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Spitzer,spitzer.c2d_mips_caom_nofilter,C2D  MIPS160,MIPS160,,MIPS160 (160 microns),160,160 microns,far-IR,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D MIPS 160 microns,ATLAS,file_type='science' and fname like '%_A_%.fits',image,
Spitzer,C2D: From Molecular Cores to Planet-Forming Disks,Bolocam,spitzer.c2d_images_bolocam,C2D Bolocam 1.1mm,BOLOCAM,, Bolocam (1.1 mm),1100,1100 microns,mm,galactic,galactic,0.25,12.5,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#c2d,C2D bolocam 1.1 mm,ATLAS,file_type='science' ,image,
Spitzer,CLASH: Cluster Lensing And Supernova survey with Hubble,Spitzer,spitzer.clash_images,CLASH  IRAC1,IRAC1,,IRAC1 (3.6 microns,3.6,3.6  microns,mid-IR,extragalactic,extragalactic,,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CLASH,CLASH IRAC 3.6 microns,ATLAS,file_type='science',image,
Spitzer,CLASH: Cluster Lensing And Supernova survey with Hubble,Spitzer,spitzer.clash_images,CLASH  IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5  microns,mid-IR,extragalactic,extragalactic,,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CLASH,CLASH IRAC 4.5 microns,ATLAS,file_type='science',image,
Spitzer,CLASH: Cluster Lensing And Supernova survey with Hubble,Spitzer,spitzer.clash_images,CLASH  IRAC3,IRAC3,,IRAC3 (5.8 microns),5.8,5.8 microns,mid-IR,extragalactic,extragalactic,,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CLASH,CLASH IRAC 5.8 microns,ATLAS,file_type='science',image,
Spitzer,CLASH: Cluster Lensing And Supernova survey with Hubble,Spitzer,spitzer.clash_images,CLASH  IRAC4,IRAC4,,IRAC4 (8 microns),8,8.0 microns,mid-IR,extragalactic,extragalactic,,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CLASH,CLASH IRAC8.0 microns,ATLAS,file_type='science',image,
Spitzer,Cygnus-X: A Spitzer Legacy Survey of the Cygnus-X Complex,Spitzer,spitzer.cygnus_x_images_phot_mos,Cygnus-X  IRAC1,IRAC1,,IRAC1 (3.6 microns),3.6,3.6 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CygnusX,Cygnus-X IRAC ch1 3.6 microns,ATLAS,file_type='science',image,
Spitzer,Cygnus-X: A Spitzer Legacy Survey of the Cygnus-X Complex,Spitzer,spitzer.cygnus_x_images_phot_mos,Cygnus-X  IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CygnusX,Cygnus-X IRAC ch2 4.5 microns,ATLAS,file_type='science',image,
Spitzer,Cygnus-X: A Spitzer Legacy Survey of the Cygnus-X Complex,Spitzer,spitzer.cygnus_x_images_phot_mos,Cygnus-X  IRAC3,IRAC3,,IRAC3 (5.8 microns),5.8,5.8 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CygnusX,Cygnus-X IRAC ch3 5.8 microns,ATLAS,file_type='science',image,
Spitzer,Cygnus-X: A Spitzer Legacy Survey of the Cygnus-X Complex,Spitzer,spitzer.cygnus_x_images_phot_mos,Cygnus-X  IRAC4,IRAC4,,IRAC4 (8 microns),8,8 microns,mid-IR,galactic,galactic,0.08,2,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#CygnusX,Cygnus-X IRAC ch4 8 microns,ATLAS,file_type='science',image,
