missionId,project,subProject,surveyKey,acronym,wavebandId,imageId,title,wavelength,wavelengthDesc,waveType,projectTypeKey,projectTypeDesc,minRangeDeg,maxRangeDeg,helpUrl,tooltip,apiType,filter,dataType,defaultRgbColor
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  g (4750 Angstroms),g,,g (4750 Angstroms),0.475,4750 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE g 4750 Angstroms,ATLAS,file_type='science' and facility_name like 'KPNO',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  g (4885 Angstroms),g,,g (4885 Angstroms),0.4885,4885 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE g 4885 Angstroms,ATLAS,file_type='science' and facility_name like 'INT',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  r (6240 Angstroms),r,,r (6240 Angstroms),0.624,6240 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE r 6240 Angstroms,ATLAS,file_type='science' and facility_name like 'INT',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  r (6292 Angstroms),r,,r (6292 Angstroms),0.6292,6292 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE r 6292 Angstroms,ATLAS,file_type='science' and facility_name like 'KPNO',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  i (7696 Angstroms),i,,i (7696 Angstroms),0.7696,7696 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE i 7696 Angstroms,ATLAS,file_type='science' and facility_name like 'INT',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  i (7726 Angstroms),i,,i (7726 Angstroms),0.7726,7726 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE i 7726 Angstroms,ATLAS,file_type='science' and facility_name like 'KPNO',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Optical,spitzer.swire_images,SWIRE  z (9120 Angstroms),z,,z (9120 Angstroms),0.912,9120 Angstroms,optical,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE z 9120 Angstroms,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",ISO,spitzer.swire_images,SWIRE  ISO14,ISO14,,ISO14 (14.3 microns),14.3,14.3 microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE ISO14 14.3 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  IRAC1,IRAC1,,IRAC1 (3.6 microns),3.6,3.6  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE IRAC 3.6 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  IRAC2,IRAC2,,IRAC2 (4.5 microns),4.5,4.5  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE IRAC 4.5 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  IRAC3,IRAC3,,IRAC3 (5.8 microns),5.8,5.8  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE IRAC 5.8 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  IRAC4,IRAC4,,IRAC4 (8.0 microns),8,8.0  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE IRAC 5.8 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  MIPS24,MIPS24,,MIPS24 (24 microns),24,24  microns,mid-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE MIPS 24 microns,ATLAS,file_type='science',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  MIPS70,MIPS70,,MIPS70 (70 microns),70,70  microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE MIPS 70 microns,ATLAS,file_type='science' and fname not like '%swire_lockman_M2_v4_mosaic.fits%',image,
Spitzer,"SWIRE: Spitzer Wide-area InfraRed Extragalactic Survey	",Spitzer,spitzer.swire_images,SWIRE  MIPS160,MIPS160,,MIPS160 (160 microns),160,160  microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#SWIRE,SWIRE MIPS 160 microns,ATLAS,file_type='science',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_irac_ch1,Taurus  IRAC1,IRAC1,, IRAC1 (3.6 microns),3.6,3.6  microns,mid-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus IRAC 3.6 microns,ATLAS,file_type='science' and fname like '%long%.fits',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_irac_ch2,Taurus  IRAC2,IRAC2,, IRAC2 (4.5 microns),4.5,4.5  microns,mid-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus IRAC 4.5 microns,ATLAS,file_type='science' and fname like '%long%.fits',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_irac_ch3,Taurus  IRAC3,IRAC3,, IRAC3 (5.8 microns),5.8,5.8  microns,mid-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus IRAC 5.8 microns,ATLAS,file_type='science' and fname like '%long%.fits',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_irac_ch4,Taurus  IRAC4,IRAC4,,IRAC4 (8.0 microns),8,8.0  microns,mid-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus IRAC 8.0 microns,ATLAS,file_type='science' and fname like '%long%.fits',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_mips_24,Taurus  MIPS24,MIPS24,, MIPS24 (24 microns),24,24  microns,mid-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus MIPS 24 microns,ATLAS,file_type='science',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_mips_70,Taurus  MIPS70,MIPS70,, MIPS70 (70 microns),70,70  microns,far-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus MIPS 70 microns,ATLAS,file_type='science',image,
Spitzer,Taurus: Spitzer Map of the Taurus Molecular Clouds,Spitzer,spitzer.taurus_mips_160,Taurus  MIPS160,MIPS160,, MIPS160 (160 microns),160,160  microns,far-IR,galactic,galactic,,9,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#Taurus,Taurus MIPS 160 microns,ATLAS,file_type='science' and fname like '%mosaic.fits',image,
IRAS,IRIS: Improved Reprocessing of the IRAS Survey,IRIS,iras.iris_images,IRIS  IRAS12,IRAS12,,12 microns,12,12 microns,mid-IR,all-sky,all-sky,12,12,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-IRIS,IRAS 12,ATLAS,file_type like '%science%',image,
IRAS,IRIS: Improved Reprocessing of the IRAS Survey,IRIS,iras.iris_images,IRIS  IRAS25,IRAS25,,25 microns,25,25 microns,mid-IR,all-sky,all-sky,25,25,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-IRIS,IRAS 25,ATLAS,file_type like '%science%',image,
IRAS,IRIS: Improved Reprocessing of the IRAS Survey,IRIS,iras.iris_images,IRIS  IRAS60,IRAS60,,60 microns,60,60 microns,far-IR,all-sky,all-sky,60,60,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-IRIS,IRAS 60,ATLAS,file_type like '%science%',image,
IRAS,IRIS: Improved Reprocessing of the IRAS Survey,IRIS,iras.iris_images,IRIS  IRAS100,IRAS100,,100 microns,100,100 microns,far-IR,all-sky,all-sky,100,100,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-IRIS,IRAS 100,ATLAS,file_type like '%science%',image,
IRAS,ISSA: The IRAS Sky Survey Atlas,ISSA,iras.issa_images,ISSA IRAS12,IRAS12,,12 microns,12,12 microns,mid-IR,all-sky,all-sky,12,12,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-ISSA,IRAS 12,ATLAS,file_type like '%science%',cube,
IRAS,ISSA: The IRAS Sky Survey Atlas,ISSA,iras.issa_images,ISSA IRAS25,IRAS25,,25 microns,25,25 microns,mid-IR,all-sky,all-sky,25,25,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-ISSA,IRAS 25,ATLAS,file_type like '%science%',cube,
IRAS,ISSA: The IRAS Sky Survey Atlas,ISSA,iras.issa_images,ISSA IRAS60,IRAS60,,60 microns,60,60 microns,far-IR,all-sky,all-sky,60,60,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-ISSA,IRAS 60,ATLAS,file_type like '%science%',cube,
IRAS,ISSA: The IRAS Sky Survey Atlas,ISSA,iras.issa_images,ISSA IRAS100,IRAS100,,100 microns,100,100 microns,far-IR,all-sky,all-sky,100,100,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IRAS-ISSA,IRAS 100,ATLAS,file_type like '%science%',cube,
IRAS,IGA: IRAS Galaxy Atlas,IGA,iras.iga_images,IGA IRAS60,IRAS60,,60 microns,60,60 microns,far-IR,all-sky,all-sky,60,60,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IGA,IRAS 60,ATLAS,file_type like '%science%',cube,
IRAS,IGA: IRAS Galaxy Atlas,IGA,iras.iga_images,IGA IRAS100,IRAS100,,100 microns,100,100 microns,far-IR,all-sky,all-sky,100,100,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#IGA,IRAS 100,ATLAS,file_type like '%science%',cube,
IRAS,EIGA: Extended IRAS Galaxy Atlas,EIGA,iras.eiga_images,EIGA IRAS60,IRAS60,,60 microns,60,60 microns,far-IR,all-sky,all-sky,60,60,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#EIGA,IRAS 60,ATLAS,file_type like '%science%',cube,
IRAS,EIGA: Extended IRAS Galaxy Atlas,EIGA,iras.eiga_images,EIGA IRAS100,IRAS100,,100 microns,100,100 microns,far-IR,all-sky,all-sky,100,100,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#EIGA,IRAS 100,ATLAS,file_type like '%science%',cube,
IRAS,MIGA: Mid-Infrared Galaxy Atlas,MIGA,iras.miga_images,MIGA IRAS12,IRAS12,,12 microns,12,12 microns,mid-IR,all-sky,all-sky,12,12,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MIGA,IRAS 12,ATLAS,file_type like '%science%',cube,
IRAS,MIGA: Mid-Infrared Galaxy Atlas,MIGA,iras.miga_images,MIGA IRAS25,IRAS25,,25 microns,25,25 microns,mid-IR,all-sky,all-sky,25,25,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#MIGA,IRAS 25,ATLAS,file_type like '%science%',cube,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_xmm,COSMOS  4.5-10 keV,4.5-10 keV,, 4.5-10 keV ,0.00017,0.00017 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 4.5-10 keV 0.00017 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_xmm,COSMOS  2.0-8 keV,2.0-8 keV,, 2.0-8 keV ,0.00025,0.00025 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 2.0-8 keV 0.00025 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_chandra_merged,COSMOS  2.0-7.0 keV,2.0-7.0 keV,, 2.0-7.0 keV ,0.00028,0.00028 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 2.0-7.0 keV 0.00028 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_chandra_merged,COSMOS  0.5-7.0 keV,0.5-7.0 keV,, 0.5-7.0 keV ,0.00033,0.00033 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 0.5-7.0 keV 0.00033 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_xmm,COSMOS  0.5-2.0 keV (XMM),0.5-2.0 keV,, 0.5-2.0 keV ,0.00099,0.0009 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 0.5-2.0 keV 0.0009 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,X-ray,cosmos.cosmos_chandra_merged,COSMOS  0.5-2.0 keV,0.5-2.0 keV,, 0.5-2.0 keV ,0.00099,0.0009 microns,X-ray,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS 0.5-2.0 keV 0.0009 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,UV,cosmos.cosmos_galex,COSMOS  FUV,FUV,,  FUV (1528 Angstroms),0.1528,1528 Angstroms,UV,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS NUV 1528  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,UV,cosmos.cosmos_galex,COSMOS  NUV,NUV,,  NUV (2271 Angstroms),0.2271,2271 Angstroms,UV,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS NUV 2271  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_wfpc,COSMOS  U,U,, U (2987 Angstroms),0.2987,2987 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS U 2987 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_sdss,COSMOS  u,u,,  u (3591 Angstroms),0.3591,3591 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS u 3591  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA427,IA427,,  IA427 (4271 Angstroms),0.4271,4271  Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA427 4271  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_cfht,COSMOS  u,u,,  u (3798 Angstroms),0.3798,3798 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS u 3798  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  B,B,, B (4460 Angstroms),0.446,4460 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS B 4460 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_wfpc,COSMOS  B,B,, B (4556 Angstroms),0.4556,4556 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS B 0.4556 microns,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA464,IA464,, IA464 (4636 Angstroms),0.4636,4636  Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA484 4636  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical ,cosmos.cosmos_sdss,COSMOS  g,g,, g (4723 Angstroms),0.4723,4723 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS g 4723 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_acs_2_0,COSMOS  g,g,,  g (4747  Angstroms),0.4747,4747 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS g 4747 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  g+,g+,,  g+ (4780 Angstroms),0.478,4780 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS g+ 4780 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA484,IA484,, IA484 (4842 Angstroms),0.4842,4842 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA484 4842  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA505,IA505,, IA505 (5063 Angstroms),0.5063,5063 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA505 5063 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA527,IA527,, IA527 (5272 Angstroms),0.5272,5272 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA527 5272 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  V,V,, V (5484 Angstroms),0.5484,5484 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS V 5484 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA574,IA574,, IA574 (5743 Angstroms),0.5743,5743 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA574 5743 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.candels_cutouts,COSMOS  F606W,F606W,,  F606W (5956 Angstroms),0.5956,5956 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F606W 5956 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_3dhst,COSMOS  F606W,F606W,,  F606W (5956 Angstroms),0.5956,5956 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F606W 5956 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_sdss,COSMOS  r,r,,  r (6213  Angstroms),0.6213,6213 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS r 6213  Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA624,IA624,, IA624 (6226 Angstroms),0.6226,6226 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA624 6226 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  r+,r+,, r+ (6295 Angstroms),0.6295,6295 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS r+ 6295 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA679,IA679,, IA679 (6788 Angstroms),0.6788,6788 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA679 6788 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA709,IA709,, IA709 (7082 Angstroms),0.7082,7082 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA709 7082 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  NB711,NB711,, NB711 (7126 Angstroms),0.7126,7126 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS NB711 7126 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA738,IA738,, IA738 (7371 Angstroms),0.7371,7371 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA738 7371 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_sdss,COSMOS  i,i,,  i (7523 Angstroms),0.7523,7523 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS I 7523 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  i+,i+,, i+ (7641 Angstroms),0.7641,7641 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS i+ 7641 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_cfht,COSMOS  i,i,,  i (7684 Angstroms),0.7684,7684 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS i 7684 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA767,IA767,, IA767 (7690 Angstroms),0.769,7690 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA767 7690 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_acs_2_0,COSMOS  I,I,,  I (8087 Angstroms),0.8087,8087 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS I 8087 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical ,cosmos.candels_cutouts,COSMOS  F814W,F814W,,  F814W (8087 Angstroms),0.8087,8087 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F814W 8087 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical ,cosmos.cosmos_3dhst,COSMOS  F814W,F814W,,  F814W (8087 Angstroms),0.8087,8087 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS F814W 8087 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  NB816,NB816,, NB816 (8154 Angstroms),0.8154,8154 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS NB816 8154 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_subaru,COSMOS  IA827,IA827,, IA827 (8275 Angstroms),0.8275,8275 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS IA827 8275 Angstroms,ATLAS,file_type='science',image,
COSMOS,COSMOS: Cosmic Evolution Survey,optical,cosmos.cosmos_sdss,COSMOS  z,z,,  z (8855 Angstroms),0.8855,8855 Angstroms,optical,extragalactic ,extragalactic ,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#COSMOS,S-COSMOS z 8855 Angstroms,ATLAS,file_type='science',image,
